"","Gene","Category1","Category2","Subcategory","M0_w","SequenceLength","Category","M87_padj","M21_padj","PosSelM87","PosSelM21","GeneStableID","logPPI_medconf","logSeqL"
"790","Fgr","intracellSignaling","Kinase","Kinase","0.11627",1551,"Immune",0.235064759422588,1,0,0,"ENSMUSG00000028874",2.06818586174616,3.19061179781361
"791","Fip1l1","Control",NA,NA,"0.02804",1743,"Control",0.050845701445126,1,0,0,"ENSMUSG00000029227",2.12710479836481,3.24129738710999
"792","Fkbp10","Control",NA,NA,"0.10103",1743,"Control",0.140778584824523,1,0,0,"ENSMUSG00000001555",2.08635983067475,3.24129738710999
"794","Fkbp4","Control",NA,NA,"0.10897",1374,"Control",1,1,0,0,"ENSMUSG00000030357",1.99563519459755,3.13798673272353
"795","Fkbp7","Control",NA,NA,"0.12866",654,"Control",0.439630801091952,1,0,0,"ENSMUSG00000002732",1.23044892137827,2.81557774832427
"796","Flnb",NA,NA,NA,"0.04664",7806,"Immune",0.0106385333994118,1,1,0,"ENSMUSG00000025278",2.20682587603185,3.89242854694523
"797","Flot1","Control",NA,NA,"0.01403",1284,"Control",1,1,0,0,"ENSMUSG00000059714",2.21748394421391,3.10856502373283
"798","Flt3","CytoChemoRecept","CytoChemoRecept","CCRecept","0.16349",2991,"Immune",0.256946953739333,1,0,0,"ENSMUSG00000042817",2.50514997831991,3.47581641303132
"800","Flvcr1",NA,NA,NA,"0.25582",1617,"Immune",8.6396547661329e-09,1.58551661318052e-06,1,1,"ENSMUSG00000066595",1.60205999132796,3.2087100199064
"801","Fndc3a","Control",NA,NA,"0.11396",3594,"Control",0.00650261665907789,1,1,0,"ENSMUSG00000033487",1.23044892137827,3.55557807277295
"802","Fos","intracellSignaling","TranscrFact","TranscrFact","0.07133",1140,"Immune",0.373959377601572,1,0,0,"ENSMUSG00000021250",2.78958071216443,3.05690485133647
"803","Foxb1","Control",NA,NA,"0.00395",975,"Control",1,1,0,0,"ENSMUSG00000059246",1.27875360095283,2.98900461569854
"804","Foxo3","intracellSignaling","TranscrFact","TranscrFact","0.05744",2016,"Immune",0.0529408052584908,1,0,0,"ENSMUSG00000048756",2.58092497567562,3.30449052777349
"805","Foxp3","intracellSignaling","TranscrFact","TranscrFact","0.1214",1266,"Immune",0.000642879835197168,1,1,0,"ENSMUSG00000039521",2.69108149212297,3.10243370568134
"810","Fpr1","PRR","PRR","CellWallComponents","0.33249",1089,"Immune",3.54909033056659e-10,1.17613048347861e-06,1,1,"ENSMUSG00000045551",1.85733249643127,3.03702787975578
"813","Frk","intracellSignaling","Kinase","Kinase","0.11997",1524,"Immune",0.0134679134399604,1,1,0,"ENSMUSG00000019779",1.25527250510331,3.18298496700358
"815","Fyb2","intracellSignaling","Adaptor","Adaptor","0.57278",2334,"Immune",5.7515738650633e-11,2.4212599775271e-08,1,1,"ENSMUSG00000078612",1.17609125905568,3.36810085170935
"816","Fyn","intracellSignaling","Kinase","Kinase","0.00388",1611,"Immune",1,1,0,0,"ENSMUSG00000019843",2.65896484266443,3.20709554041922
"817","Gab2","intracellSignaling","Adaptor","Adaptor","0.06942",1989,"Immune",1,1,0,0,"ENSMUSG00000004508",2.07188200730613,3.29863478312444
"818","Gabrb1","Control",NA,NA,"0.00863",1422,"Control",1,1,0,0,"ENSMUSG00000029212",1.7481880270062,3.15289959639375
"819","Galk2","Control",NA,NA,"0.13281",1374,"Control",0.972715695401654,1,0,0,"ENSMUSG00000027207",1.73239375982297,3.13798673272353
"820","Galnt12","Control",NA,NA,"0.12957",1746,"Control",5.53447493795992e-06,0.000755180152767855,1,1,"ENSMUSG00000039774",1.39794000867204,3.24204423936955
"821","Galnt18","Control",NA,NA,"0.03242",1863,"Control",0.386722778195418,1,0,0,"ENSMUSG00000038296",1.53147891704226,3.27021285489624
"822","Galp","Effector","Effector","AMP","0.53378",336,"Immune",0.015242561324631,0.0798487527597098,1,0,"ENSMUSG00000034660",1.25527250510331,2.52633927738984
"823","Garre1","Control",NA,NA,"0.0979",3180,"Control",0.981963980684658,1,0,0,"ENSMUSG00000066571",1.86332286012046,3.50242711998443
"824","Gas7","Control",NA,NA,"0.01756",1428,"Control",0.0078626119200327,1,1,0,"ENSMUSG00000033066",1.90308998699194,3.15472820744016
"825","Gata3","intracellSignaling","TranscrFact","TranscrFact","0.01167",1332,"Immune",1,1,0,0,"ENSMUSG00000015619",2.6232492903979,3.12450422483428
"831","Gcc1","Control",NA,NA,"0.07568",2334,"Control",0.099733212599985,1,0,0,"ENSMUSG00000029708",2.3654879848909,3.36810085170935
"832","Gcnt2","Control",NA,NA,"0.21267",1200,"Control",0.110043832867701,1,0,0,"ENSMUSG00000021360",1.5910646070265,3.07918124604762
"833","Gcnt3","Control",NA,NA,"0.20586",1311,"Control",0.0468621775226334,1,1,0,"ENSMUSG00000032226",1.65321251377534,3.11760269169008
"834","Gdi2","Control",NA,NA,"0.02809",1335,"Control",1,1,0,0,"ENSMUSG00000021218",2.2148438480477,3.12548126570059
"835","Gdpd2","Control",NA,NA,"0.29752",1614,"Control",3.3435198477763e-07,0.0165663413590005,1,1,"ENSMUSG00000019359",0.845098040014257,3.20790353038605
"836","Gins1","Control",NA,NA,"0.05956",588,"Control",1,1,0,0,"ENSMUSG00000027454",2.2380461031288,2.76937732607614
"837","Gja3","Control",NA,NA,"0.10375",1251,"Control",1,1,0,0,"ENSMUSG00000048582",1.79934054945358,3.09725730969342
"838","Gjc1","Control",NA,NA,"0.02202",1188,"Control",1,1,0,0,"ENSMUSG00000034520",1.56820172406699,3.07481644064517
"839","Gls","Control",NA,NA,"0.02506",2001,"Control",1,1,0,0,"ENSMUSG00000026103",1.90848501887865,3.30124708863621
"841","Gm17416","Control",NA,NA,"0.61177",267,"Control",0.0060704464701854,0.0221929405065572,1,1,"ENSMUSG00000090485",0,2.42651126136458
"842","Gm34066","Control",NA,NA,"0.47948",300,"Control",0.152874914144294,1,0,0,"ENSMUSG00000109809",0.477121254719662,2.47712125471966
"843","Gm47429","Control",NA,NA,"0.66495",234,"Control",7.30402798986536e-06,0.00181057719207184,1,1,"ENSMUSG00000114559",0,2.36921585741014
"846","Gm527","Control",NA,NA,"0.04603",930,"Control",0.539483007140823,1,0,0,"ENSMUSG00000047227",0,2.96848294855394
"847","Gm55978","Control",NA,NA,"0.02593",168,"Control",0.620573641912402,1,0,0,"ENSMUSG00000118272",0,2.22530928172586
"848","Gm6569","Control",NA,NA,"0.08765",519,"Control",0.592071067670467,1,0,0,"ENSMUSG00000086361",0,2.71516735784846
"852","Gmppa","Control",NA,NA,"0.03673",1260,"Control",1.50448862551593e-05,0.104712535056712,1,0,"ENSMUSG00000033021",1.74036268949424,3.10037054511756
"853","Gmps","Control",NA,NA,"0.04337",2079,"Control",0.0198752437254814,1,1,0,"ENSMUSG00000027823",2.60745502321467,3.31785448933147
"854","Gna13","Control",NA,NA,"0.01962",1131,"Control",1,1,0,0,"ENSMUSG00000020611",2.32837960343874,3.05346260492546
"855","Gnao1","Control",NA,NA,"0.01992",1062,"Control",1,1,0,0,"ENSMUSG00000031748",2.45024910831936,3.02612451674545
"856","Gne","Control",NA,NA,"0.03424",2259,"Control",7.57285961019754e-08,1,1,0,"ENSMUSG00000028479",1.91381385238372,3.35391623092036
"857","Gng12","Control",NA,NA,"0.04681",219,"Control",1,1,0,0,"ENSMUSG00000036402",2.37291200297011,2.34044411484012
"858","Gngt2","Control",NA,NA,"0.20309",207,"Control",1,1,0,0,"ENSMUSG00000038811",2.39967372148104,2.31597034545692
"859","Golga3","Control",NA,NA,"0.18969",4461,"Control",0.15535512576968,1,0,0,"ENSMUSG00000029502",1.69019608002851,3.64943222324162
"860","Golga4","Control",NA,NA,"0.3005",6702,"Control",0,0.000133041068353412,1,1,"ENSMUSG00000038708",1.69897000433602,3.82620442349925
"861","Golm1","Control",NA,NA,"0.38502",1191,"Control",0.0095320023680962,0.138111693863577,1,0,"ENSMUSG00000021556",1.14612803567824,3.07591176148278
"862","Gp1ba","Control",NA,NA,"0.67019",1932,"Control",2.69444330792701e-14,1.23723478432067e-10,1,1,"ENSMUSG00000050675",2.12385164096709,3.28600712207947
"863","Gp2","PRR","PRR","CellWallComponents","0.52496",1605,"Immune",3.05158414260979e-13,5.05791916286366e-11,1,1,"ENSMUSG00000030954",1.85733249643127,3.20547503674089
"864","Gpank1","Control",NA,NA,"0.24109",1029,"Control",0.0156547971382513,0.587403583502397,1,0,"ENSMUSG00000092417",1.38021124171161,3.01241537476243
"865","Gpr152","Control",NA,NA,"0.35538",1557,"Control",0.000197048825824166,0.01883432250967,1,1,"ENSMUSG00000044724",1.55630250076729,3.19228861256812
"866","Gpr33","otherCellSurfaceProt","otherCellSurfaceProt",NA,"0.37046",1023,"Immune",0.0132737532224461,0.483858365827111,1,0,"ENSMUSG00000035148",1.07918124604762,3.00987563371216
"867","Gpr88","Control",NA,NA,"0.01204",1152,"Control",0.555161965648479,1,0,0,"ENSMUSG00000068696",1.63346845557959,3.06145247908719
"868","Grap2","intracellSignaling","Adaptor","Adaptor","0.13519",975,"Immune",0.188628527225507,1,0,0,"ENSMUSG00000042351",2.14612803567824,2.98900461569854
"869","Grb2","intracellSignaling","Adaptor","Adaptor","0.01105",651,"Immune",1,1,0,0,"ENSMUSG00000059923",2.79657433321043,2.81358098856819
"870","Grin2d","Control",NA,NA,"0.02336",3972,"Control",0.00639382277931889,1,1,0,"ENSMUSG00000002771",2.05690485133647,3.59900923982334
"871","Grm8","Control",NA,NA,"0.02375",2730,"Control",0.40581417821357,1,0,0,"ENSMUSG00000024211",2.09691001300806,3.43616264704076
"872","Grn",NA,NA,NA,"0.35068",1806,"Immune",2.95792667102471e-10,1.8428378398383e-08,1,1,"ENSMUSG00000034708",2.12385164096709,3.25671774597749
"873","Grpel1","Control",NA,NA,"0.14088",639,"Control",0.107870061854343,1,0,0,"ENSMUSG00000029198",2.35793484700045,2.8055008581584
"874","Grxcr1","Control",NA,NA,"0.0761",888,"Control",0.6052177652194,1,0,0,"ENSMUSG00000068082",1.83884909073726,2.9484129657786
"875","Grxcr2","Control",NA,NA,"0.13019",744,"Control",1,1,0,0,"ENSMUSG00000073574",1.85125834871908,2.87157293554588
"876","Gsdmd","Effector","Effector",NA,"0.60923",1443,"Immune",8.46429426926294e-11,1.72498584341272e-08,1,1,"ENSMUSG00000022575",2.03342375548695,3.15926633109349
"877","Gsdme","Effector","Effector",NA,"0.22436",1497,"Immune",0.00442855417233242,1,1,0,"ENSMUSG00000029821",1.65321251377534,3.17522180034305
"878","Gsg1l","Control",NA,NA,"0.03366",960,"Control",0.0177806471643715,1,1,0,"ENSMUSG00000046182",1.47712125471966,2.98227123303957
"879","Gsn",NA,NA,NA,"0.07398",2334,"Immune",1.80100914050238e-07,1,1,0,"ENSMUSG00000026879",2.25767857486918,3.36810085170935
"880","Gstcd","Control",NA,NA,"0.19463",1893,"Control",1,1,0,0,"ENSMUSG00000028018",1.68124123737559,3.2771506139638
"881","Gsx1","Control",NA,NA,"0.03135",777,"Control",1,1,0,0,"ENSMUSG00000053129",1.38021124171161,2.89042101880091
"882","Gtf2b","Control",NA,NA,"0.00268",948,"Control",0.27368492335531,1,0,0,"ENSMUSG00000028271",2.28780172993023,2.97680833733807
"883","Gtf2f1","Control",NA,NA,"0.03241",1515,"Control",0.0344554572054264,1,1,0,"ENSMUSG00000002658",2.3384564936046,3.18041263283832
"884","Gtf2h3","Control",NA,NA,"0.05923",927,"Control",0.184625387342323,1,0,0,"ENSMUSG00000029387",2.30749603791321,2.9670797341445
"885","Gtf2ird1","Control",NA,NA,"0.08301",2901,"Control",0.675380780943297,1,0,0,"ENSMUSG00000023079",1.50514997831991,3.46254772880266
"886","Gtpbp8","Control",NA,NA,"0.32577",855,"Control",0.202992059881308,1,0,0,"ENSMUSG00000022668",1.98227123303957,2.93196611472817
"887","Gys2","Control",NA,NA,"0.06404",2112,"Control",0.0047920645128198,1,1,0,"ENSMUSG00000030244",1.99122607569249,3.32469391386177
"889","Gzmm","intracellSignaling","otherIntracellSignaling",NA,"0.303",768,"Immune",0.00118807699742935,0.266983958193203,1,0,"ENSMUSG00000054206",1.43136376415899,2.88536122003151
"890","H1f4","Control",NA,NA,"0.07069",651,"Control",0.390610459980875,1,0,0,"ENSMUSG00000051627",1.9731278535997,2.81358098856819
"892","H4c16","Control",NA,NA,"1E-4",309,"Control",1,1,0,0,"ENSMUSG00000096010",2.21218760440396,2.48995847942483
"895","Hapln3","Control",NA,NA,"0.17208",1077,"Control",0.420675825074525,1,0,0,"ENSMUSG00000030606",0.301029995663981,3.03221570329798
"896","Hbp1","Control",NA,NA,"0.08633",1575,"Control",1,1,0,0,"ENSMUSG00000002996",1.11394335230684,3.19728055812562
"897","Hc","extracellProteaseInhib","extracellProteaseInhib",NA,"0.22181",5031,"Immune",6.20713372256887e-09,1,1,0,"ENSMUSG00000026874",2.31175386105575,3.70165431732575
"898","Hck","intracellSignaling","Kinase","Kinase","0.07928",1572,"Immune",0.187953178029548,1,0,0,"ENSMUSG00000003283",2.1846914308176,3.19645254170339
"899","Hcrt","Control",NA,NA,"0.15215",390,"Control",0.0102545523678408,0.311254746653313,1,0,"ENSMUSG00000045471",2.19033169817029,2.5910646070265
"900","Hcst","otherCellSurfaceProt","otherCellSurfaceProt",NA,"0.45892",231,"Immune",0.281939073603079,1,0,0,"ENSMUSG00000064109",1.94939000664491,2.36361197989214
"901","Hdac5","intracellSignaling","otherIntracellSignaling",NA,"0.04868",3345,"Immune",0.0112672151265403,1,1,0,"ENSMUSG00000008855",2.47856649559384,3.52439612210384
"902","Hdac7","intracellSignaling","otherIntracellSignaling",NA,"0.09727",2859,"Immune",1,1,0,0,"ENSMUSG00000022475",2.12385164096709,3.45621415535799
"903","Hdac9","intracellSignaling","otherIntracellSignaling",NA,"0.15264",3201,"Immune",0.000955043733139964,1,1,0,"ENSMUSG00000004698",2.11394335230684,3.50528567414413
"904","Hdhd3","Control",NA,NA,"0.38137",753,"Control",0.100021264849059,1,0,0,"ENSMUSG00000038422",1.36172783601759,2.8767949762007
"905","Hectd1","intracellSignaling","Ubiquitinase","Ubiquitinase","0.02349",7854,"Immune",0.00309544397244721,1,1,0,"ENSMUSG00000035247",1.36172783601759,3.8950908969344
"906","Hells","intracellSignaling","otherIntracellSignaling",NA,"0.10656",2463,"Immune",0.0307103103568885,1,1,0,"ENSMUSG00000025001",2.36735592102602,3.3914644118391
"907","Herc6","intracellSignaling","Ubiquitinase","Ubiquitinase","0.64683",2916,"Immune",0,0,1,1,"ENSMUSG00000029798",1.91907809237607,3.46478751964594
"908","Hesx1","Control",NA,NA,"0.29761",555,"Control",0.532155963679216,1,0,0,"ENSMUSG00000040726",1.61278385671974,2.74429298312268
"909","Hfe",NA,NA,NA,"0.31082",1032,"Immune",0.22980596795114,1,0,0,"ENSMUSG00000006611",1.68124123737559,3.01367969729119
"910","Hif1a","intracellSignaling","TranscrFact","TranscrFact","0.09746",2454,"Immune",0.4908408632112,1,0,0,"ENSMUSG00000021109",2.9106244048892,3.38987455839099
"911","Hmcn1","Control",NA,NA,"0.1418",16905,"Control",6.58740375694056e-07,1,1,0,"ENSMUSG00000066842",0.954242509439325,4.22801517510179
"912","Hmgb1","intracellSignaling","TranscrFact","TranscrFact","0.00758",645,"Immune",1,1,0,0,"ENSMUSG00000066551",2.53655844257153,2.80955971463527
"913","Hmgcs1","Control",NA,NA,"0.04333",1560,"Control",1,1,0,0,"ENSMUSG00000093930",2.08635983067475,3.19312459835446
"914","Hmox2","Control",NA,NA,"0.1958",948,"Control",0.435511915084227,1,0,0,"ENSMUSG00000004070",1.79239168949825,2.97680833733807
"915","Hnrnpa3","Control",NA,NA,"1E-4",1137,"Control",1,1,0,0,"ENSMUSG00000059005",2.22530928172586,3.05576046468773
"916","Hnrnpr","Control",NA,NA,"0.02007",1899,"Control",0.930327783676995,1,0,0,"ENSMUSG00000066037",2.10720996964787,3.27852496473702
"917","Hoxa7","Control",NA,NA,"0.06409",684,"Control",0.218435297582359,1,0,0,"ENSMUSG00000038236",1.60205999132796,2.83505610172012
"918","Hoxc6","Control",NA,NA,"0.02735",705,"Control",1,1,0,0,"ENSMUSG00000001661",1.57978359661681,2.8481891169914
"919","Hoxd1","Control",NA,NA,"0.15789",975,"Control",0.668772664191965,1,0,0,"ENSMUSG00000042448",1.20411998265592,2.98900461569854
"920","Hp",NA,NA,NA,"0.20363",1041,"Immune",0.00348370575634802,0.0163517689098009,1,1,"ENSMUSG00000031722",2.34242268082221,3.01745072951054
"921","Hps4","Control",NA,NA,"0.39713",2034,"Control",6.71327663305099e-08,0.0103085498922645,1,1,"ENSMUSG00000042328",1.64345267648619,3.30835094858673
"922","Hps6","Control",NA,NA,"0.18781",2418,"Control",0.130881380024067,1,0,0,"ENSMUSG00000074811",1.56820172406699,3.38345629652475
"923","Hpse","Control",NA,NA,"0.20403",1584,"Control",0.657079181600443,1,0,0,"ENSMUSG00000035273",1.41497334797082,3.19975517725347
"924","Hras","intracellSignaling","otherIntracellSignaling",NA,"0.00605",567,"Immune",1,1,0,0,"ENSMUSG00000025499",2.98587535730839,2.75358305889291
"925","Hs3st5","Control",NA,NA,"0.04275",1038,"Control",0.323398473820511,1,0,0,"ENSMUSG00000044499",1.51851393987789,3.01619735351244
"926","Hsbp1","Control",NA,NA,"0.01927",228,"Control",1,1,0,0,"ENSMUSG00000031839",1.51851393987789,2.35793484700045
"927","Hsp90aa1","intracellSignaling","otherIntracellSignaling",NA,"0.00732",2199,"Immune",0.396951645209589,1,0,0,"ENSMUSG00000021270",2.96331551138611,3.34222522936079
"928","Hsp90ab1","intracellSignaling","otherIntracellSignaling",NA,"0.00779",2169,"Immune",0.0639523781442331,1,0,0,"ENSMUSG00000023944",2.97543180850926,3.33625955201419
"929","Hsp90b1","intracellSignaling","otherIntracellSignaling",NA,"0.02089",2346,"Immune",0.00402724160795045,1,1,0,"ENSMUSG00000020048",2.5854607295085,3.37032800777951
"930","Hspa1a","intracellSignaling","otherIntracellSignaling",NA,"0.01959",1923,"Immune",0.486468335959981,1,0,0,"ENSMUSG00000091971",2.50242711998443,3.28397928423848
"931","Hspa5","intracellSignaling","otherIntracellSignaling",NA,"0.01652",1959,"Immune",0.000138956663793757,1,1,0,"ENSMUSG00000026864",2.8555191556678,3.29203443599474
"932","Hspa8","intracellSignaling","otherIntracellSignaling",NA,"0.00533",1938,"Immune",0.127220948915423,1,0,0,"ENSMUSG00000015656",2.85003325768977,3.28735377271475
"933","Htr2a","Control",NA,NA,"0.07445",1413,"Control",0.6418180277883,1,0,0,"ENSMUSG00000034997",2.07554696139253,3.15014216184856
"934","Htr6","Control",NA,NA,"0.07995",1314,"Control",0.050451479923094,1,0,0,"ENSMUSG00000028747",1.56820172406699,3.11859536522376
"935","Hycc2","Control",NA,NA,"0.05931",1749,"Control",1,1,0,0,"ENSMUSG00000038174",1.38021124171161,3.24278980947868
"936","Hydin","Control",NA,NA,"0.21104",15363,"Control",0,2.20880178591898e-09,1,1,"ENSMUSG00000059854",1.79934054945358,4.18647603055406
"937","I830077J02Rik","Control",NA,NA,"0.64621",387,"Control",1.7728669978727e-05,0.000253430839654493,1,1,"ENSMUSG00000074342",0.698970004336019,2.58771096501891
"938","Icam1","otherCellSurfaceProt","otherCellSurfaceProt",NA,"0.5127",1503,"Immune",2.08464824350143e-14,5.13225409882941e-11,1,1,"ENSMUSG00000037405",2.80345711564841,3.17695898058691
"939","Icam2","otherCellSurfaceProt","otherCellSurfaceProt",NA,"0.45271",807,"Immune",6.37471545322521e-08,2.38806426713963e-05,1,1,"ENSMUSG00000001029",1.93951925261862,2.90687353472207
"940","Icos","otherCellSurfaceProt","otherCellSurfaceProt",NA,"0.44668",594,"Immune",0.155941357596703,1,0,0,"ENSMUSG00000026009",2.43775056282039,2.77378644498119
"942","Idnk","Control",NA,NA,"0.30628",549,"Control",0.34963468112186,1,0,0,"ENSMUSG00000050002",1.47712125471966,2.73957234445009
"945","Ifi47","Control",NA,NA,"0.45303",1260,"Control",1.31611957730841e-07,0.000134199058661377,1,1,"ENSMUSG00000078920",1.93951925261862,3.10037054511756
"946","Ifih1","PRR","PRR","NucleicAcids","0.17893",3012,"Immune",1.82443708163306e-06,1,1,0,"ENSMUSG00000026896",2.48995847942483,3.47885496752866
"947","Ifit1","Effector","Effector","RestrFact","0.55452",1389,"Immune",3.51657462894386e-08,1.27980708890085e-05,1,1,"ENSMUSG00000034459",2.23552844690755,3.14270224573762
"948","Ifit2","Effector","Effector","RestrFact","0.47583",1332,"Immune",3.0702823536384e-11,3.66675715412714e-08,1,1,"ENSMUSG00000045932",2.13672056715641,3.12450422483428
"949","Ifit3","Effector","Effector","RestrFact","0.49205",1203,"Immune",0.0088702084089811,0.526795181858378,1,0,"ENSMUSG00000074896",2.13987908640124,3.08026562733984
"969","Ifnar1","CytoChemoRecept","CytoChemoRecept","CCRecept","0.61299",1587,"Immune",2.6195976604846e-15,3.83509097494945e-13,1,1,"ENSMUSG00000022967",2.38560627359831,3.20057692675485
"970","Ifnar2","CytoChemoRecept","CytoChemoRecept","CCRecept","0.60261",1536,"Immune",0,0,1,1,"ENSMUSG00000022971",1.9731278535997,3.18639121569549
"971","Ifnb1","CytoChemoRecept","CytoChemoRecept","CytoChemo","0.96134",555,"Immune",2.6195976604846e-15,2.39462044964298e-13,1,1,"ENSMUSG00000048806",2.64345267648619,2.74429298312268
"972","Ifne","CytoChemoRecept","CytoChemoRecept","CytoChemo","0.79264",576,"Immune",1.53811127566574e-08,1.55307967650141e-07,1,1,"ENSMUSG00000045364",1.90848501887865,2.76042248342321
"973","Ifng","CytoChemoRecept","CytoChemoRecept","CytoChemo","0.38837",471,"Immune",0.000217491201624194,0.00169634369617598,1,1,"ENSMUSG00000055170",3.00945089579869,2.6730209071289
"974","Ifngr1","CytoChemoRecept","CytoChemoRecept","CCRecept","0.61046",1428,"Immune",2.6195976604846e-15,5.86789875948549e-14,1,1,"ENSMUSG00000020009",2.3096301674259,3.15472820744016
